site_no,facility_id,generator_id,registration_no,full_address,street_address,city,zipcode,stack_height,generation_budget_mw,generation_budget_method,generation_budget_source_id,pm25_budget_lb_per_hour,pm25_budget_method,pm25_budget_source_id,pm25_lb_per_mwh,pm25_factor_method,pm25_factor_source_id,observed_capacity_mw,observed_pm25_budget_lb_per_hour,observed_pm25_lb_per_mwh,imputation_tier,is_assumption,is_upper_bound,source_url,local_pdf_path,notes,generation_budget_mwh,lon,lat,geocode_match,geocode_match_type,geocode_address,matrix_index,region_id
VA_DEQ_73853_SITE_01,deq_va_deq_73853_site_01,deq_va_deq_73853_site_01_gensets,73853,"45630 W. Severn Way Sterling, VA 20166",45630 W. Severn Way,Sterling,20166,15m,3.18421052631,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.0456621004566,permit_extracted_pm25_budget,deq_permit_73853,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.0456621004566,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73853-13_Amazon_Data_Services,_Inc._IAD-10_IAD-32_IAD-98_IAD-99_IAD-118_IAD-119_IAD-129.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,3.18421052631,-77.4637354,38.971441,True,zip_centroid_approx,ZCTA centroid 20166,3528,area_pop_003528
VA_DEQ_73853_SITE_02,deq_va_deq_73853_site_02,deq_va_deq_73853_site_02_gensets,73853,"1304 Squire Court Sterling, VA 20166",1304 Squire Court,Sterling,20166,15m,3.18421052631,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.0456621004566,permit_extracted_pm25_budget,deq_permit_73853,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.0456621004566,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73853-13_Amazon_Data_Services,_Inc._IAD-10_IAD-32_IAD-98_IAD-99_IAD-118_IAD-119_IAD-129.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,3.18421052631,-77.434023787104,39.020953549982,True,Exact,"1304 SQUIRE CT, STERLING, VA, 20166",3677,area_pop_003677
VA_DEQ_73853_SITE_03,deq_va_deq_73853_site_03,deq_va_deq_73853_site_03_gensets,73853,"45295 W. Severn Way Sterling, VA 20166",45295 W. Severn Way,Sterling,20166,15m,3.18421052631,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.0456621004566,permit_extracted_pm25_budget,deq_permit_73853,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.0456621004566,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73853-13_Amazon_Data_Services,_Inc._IAD-10_IAD-32_IAD-98_IAD-99_IAD-118_IAD-119_IAD-129.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,3.18421052631,-77.436504324714,39.020767591673,True,Non_Exact,"45295 SEVERN WAY, STERLING, VA, 20166",3677,area_pop_003677
VA_DEQ_73853_SITE_04,deq_va_deq_73853_site_04,deq_va_deq_73853_site_04_gensets,73853,"45305 W. Severn Way Sterling, VA 20166",45305 W. Severn Way,Sterling,20166,15m,3.18421052631,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.0456621004566,permit_extracted_pm25_budget,deq_permit_73853,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.0456621004566,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73853-13_Amazon_Data_Services,_Inc._IAD-10_IAD-32_IAD-98_IAD-99_IAD-118_IAD-119_IAD-129.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,3.18421052631,-77.434023132345,39.020784909056,True,Non_Exact,"45305 SEVERN WAY, STERLING, VA, 20166",3677,area_pop_003677
VA_DEQ_73853_SITE_05,deq_va_deq_73853_site_05,deq_va_deq_73853_site_05_gensets,73853,"21641 Charles View Drive Sterling, VA 20166",21641 Charles View Drive,Sterling,20166,15m,3.18421052631,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.0456621004566,permit_extracted_pm25_budget,deq_permit_73853,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.0456621004566,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73853-13_Amazon_Data_Services,_Inc._IAD-10_IAD-32_IAD-98_IAD-99_IAD-118_IAD-119_IAD-129.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,3.18421052631,-77.4637354,38.971441,True,zip_centroid_approx,ZCTA centroid 20166,3528,area_pop_003528
VA_DEQ_73853_SITE_06,deq_va_deq_73853_site_06,deq_va_deq_73853_site_06_gensets,73853,"21645 Charles View Drive Sterling, VA 20166",21645 Charles View Drive,Sterling,20166,15m,3.18421052631,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.0456621004566,permit_extracted_pm25_budget,deq_permit_73853,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.0456621004566,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73853-13_Amazon_Data_Services,_Inc._IAD-10_IAD-32_IAD-98_IAD-99_IAD-118_IAD-119_IAD-129.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,3.18421052631,-77.4637354,38.971441,True,zip_centroid_approx,ZCTA centroid 20166,3528,area_pop_003528
VA_DEQ_73853_SITE_07,deq_va_deq_73853_site_07,deq_va_deq_73853_site_07_gensets,73853,"21710 Charles View Drive Sterling, VA 20166",21710 Charles View Drive,Sterling,20166,15m,3.18421052631,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.0456621004566,permit_extracted_pm25_budget,deq_permit_73853,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.0456621004566,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73853-13_Amazon_Data_Services,_Inc._IAD-10_IAD-32_IAD-98_IAD-99_IAD-118_IAD-119_IAD-129.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,3.18421052631,-77.4637354,38.971441,True,zip_centroid_approx,ZCTA centroid 20166,3528,area_pop_003528
VA_DEQ_73860_SITE_01,deq_va_deq_73860_site_01,deq_va_deq_73860_site_01_gensets,73860,"22630 Dulles Summit Court Sterling, VA 20166",22630 Dulles Summit Court,Sterling,20166,15m,88.0434210527,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,1.26255707763,permit_extracted_pm25_budget,deq_permit_73860,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,1.26255707763,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73860-16_Amazon_Data_Services,_Inc._IAD-12_IAD-15_IAD-16_IAD-76_IAD-230.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,88.0434210527,-77.448329714292,38.988907259878,True,Exact,"22630 DULLES SUMMIT CT, STERLING, VA, 20166",3529,area_pop_003529
VA_DEQ_73860_SITE_02,deq_va_deq_73860_site_02,deq_va_deq_73860_site_02_gensets,73860,"22631 Dulles Summit Court Sterling, VA 20166",22631 Dulles Summit Court,Sterling,20166,15m,88.0434210527,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,1.26255707763,permit_extracted_pm25_budget,deq_permit_73860,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,1.26255707763,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73860-16_Amazon_Data_Services,_Inc._IAD-12_IAD-15_IAD-16_IAD-76_IAD-230.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,88.0434210527,-77.448009085616,38.989619737245,True,Exact,"22631 DULLES SUMMIT CT, STERLING, VA, 20166",3606,area_pop_003606
VA_DEQ_73860_SITE_03,deq_va_deq_73860_site_03,deq_va_deq_73860_site_03_gensets,73860,"22651 Dulles Summit Court Sterling, VA 20166",22651 Dulles Summit Court,Sterling,20166,15m,88.0434210527,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,1.26255707763,permit_extracted_pm25_budget,deq_permit_73860,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,1.26255707763,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73860-16_Amazon_Data_Services,_Inc._IAD-12_IAD-15_IAD-16_IAD-76_IAD-230.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,88.0434210527,-77.448303598195,38.98918941317,True,Exact,"22651 DULLES SUMMIT CT, STERLING, VA, 20166",3529,area_pop_003529
VA_DEQ_73860_SITE_04,deq_va_deq_73860_site_04,deq_va_deq_73860_site_04_gensets,73860,"22520 Randolph Drive Sterling, VA 20166",22520 Randolph Drive,Sterling,20166,15m,88.0434210527,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,1.26255707763,permit_extracted_pm25_budget,deq_permit_73860,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,1.26255707763,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73860-16_Amazon_Data_Services,_Inc._IAD-12_IAD-15_IAD-16_IAD-76_IAD-230.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,88.0434210527,-77.452003199957,38.994493170404,True,Exact,"22520 RANDOLPH DR, STERLING, VA, 20166",3606,area_pop_003606
VA_DEQ_73860_SITE_05,deq_va_deq_73860_site_05,deq_va_deq_73860_site_05_gensets,73860,"22665 Dulles Summit Court Sterling, VA 20166",22665 Dulles Summit Court,Sterling,20166,15m,88.0434210527,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,1.26255707763,permit_extracted_pm25_budget,deq_permit_73860,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,1.26255707763,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73860-16_Amazon_Data_Services,_Inc._IAD-12_IAD-15_IAD-16_IAD-76_IAD-230.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,88.0434210527,-77.448509756999,38.988888186318,True,Exact,"22665 DULLES SUMMIT CT, STERLING, VA, 20166",3529,area_pop_003529
VA_DEQ_73868_SITE_01,deq_va_deq_73868_site_01,deq_va_deq_73868_site_01_gensets,73868,"43831 Devin Shafron Drive Ashburn, Virginia 20147",43831 Devin Shafron Drive,Ashburn,20147,15m,51.4249999999,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.737442922375,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/73868-1_VADATA_Inc_MEG_Four.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,51.4249999999,-77.48538092918,39.003553122167,True,Exact,"43831 DEVIN SHAFRON DR, ASHBURN, VA, 20147",3604,area_pop_003604
VA_DEQ_73872_SITE_01,deq_va_deq_73872_site_01,deq_va_deq_73872_site_01_gensets,73872,2980 Fairview Park Drive Falls Church Virginia 22042,2980 Fairview Park Drive,Falls Church,22042,15m,56.9973684209,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.817351598174,imputed_global_median_pm25_budget,global_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/73872-1_Northrop_Grumman_Systems_Corporation.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,56.9973684209,-77.215794276347,38.87348538264,True,Exact,"2980 FAIRVIEW PARK DR, FALLS CHURCH, VA, 22042",3059,area_pop_003059
VA_DEQ_73935_SITE_01,deq_va_deq_73935_site_01,deq_va_deq_73935_site_01_gensets,73935,21741 Red Rum Drive Ashburn VA 20147,21741 Red Rum Drive,Ashburn,20147,15m,35.1855263157,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.504566210046,permit_extracted_pm25_budget,deq_permit_73935,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.504566210046,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73935-7_Intergate_Ashburn,_LLC.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,35.1855263157,-77.476604194541,39.01536180594,True,Exact,"21741 RED RUM DR, ASHBURN, VA, 20147",3676,area_pop_003676
VA_DEQ_73946_SITE_01,deq_va_deq_73946_site_01,deq_va_deq_73946_site_01_gensets,73946,"21551 Beaumeade Circle Ashburn, VA 20147",21551 Beaumeade Circle,Ashburn,20147,15m,68.7789473683,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.986301369863,permit_extracted_pm25_budget,deq_permit_73946,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.986301369863,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73946-6_Equinix,_LLC_-_Ashburn.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,68.7789473683,-77.454002791156,39.020990952735,True,Exact,"21551 BEAUMEADE CIR, ASHBURN, VA, 20147",3676,area_pop_003676
VA_DEQ_73946_SITE_02,deq_va_deq_73946_site_02,deq_va_deq_73946_site_02_gensets,73946,"44790 Performance Circle Ashburn, VA 20147",44790 Performance Circle,Ashburn,20147,15m,68.7789473683,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.986301369863,permit_extracted_pm25_budget,deq_permit_73946,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.986301369863,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73946-6_Equinix,_LLC_-_Ashburn.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,68.7789473683,-77.4795846,39.041507,True,zip_centroid_approx,ZCTA centroid 20147,3723,area_pop_003723
VA_DEQ_73946_SITE_03,deq_va_deq_73946_site_03,deq_va_deq_73946_site_03_gensets,73946,"44780 Performance Circle Ashburn, VA 20147",44780 Performance Circle,Ashburn,20147,15m,68.7789473683,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.986301369863,permit_extracted_pm25_budget,deq_permit_73946,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.986301369863,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73946-6_Equinix,_LLC_-_Ashburn.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,68.7789473683,-77.4795846,39.041507,True,zip_centroid_approx,ZCTA centroid 20147,3723,area_pop_003723
VA_DEQ_73946_SITE_04,deq_va_deq_73946_site_04,deq_va_deq_73946_site_04_gensets,73946,"44740 Performance Circle Ashburn, VA 20147",44740 Performance Circle,Ashburn,20147,15m,68.7789473683,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.986301369863,permit_extracted_pm25_budget,deq_permit_73946,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.986301369863,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73946-6_Equinix,_LLC_-_Ashburn.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,68.7789473683,-77.4795846,39.041507,True,zip_centroid_approx,ZCTA centroid 20147,3723,area_pop_003723
VA_DEQ_73946_SITE_05,deq_va_deq_73946_site_05,deq_va_deq_73946_site_05_gensets,73946,"44710 Performance Circle Ashburn, VA 20147",44710 Performance Circle,Ashburn,20147,15m,68.7789473683,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.986301369863,permit_extracted_pm25_budget,deq_permit_73946,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.986301369863,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73946-6_Equinix,_LLC_-_Ashburn.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,68.7789473683,-77.4795846,39.041507,True,zip_centroid_approx,ZCTA centroid 20147,3723,area_pop_003723
VA_DEQ_73946_SITE_06,deq_va_deq_73946_site_06,deq_va_deq_73946_site_06_gensets,73946,"44690 Performance Circle Ashburn, VA 20147",44690 Performance Circle,Ashburn,20147,15m,68.7789473683,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.986301369863,permit_extracted_pm25_budget,deq_permit_73946,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.986301369863,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73946-6_Equinix,_LLC_-_Ashburn.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,68.7789473683,-77.4795846,39.041507,True,zip_centroid_approx,ZCTA centroid 20147,3723,area_pop_003723
VA_DEQ_73950_SITE_01,deq_va_deq_73950_site_01,deq_va_deq_73950_site_01_gensets,73950,44983 Knoll Square Drive Ashburn Virginia 20147,44983 Knoll Square Drive,Ashburn,20147,15m,51.4249999999,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.737442922375,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/73950-1_George_Washington_University_-_VA_Campus_Bldg_II.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,51.4249999999,-77.443896113387,39.055153203459,True,Non_Exact,"44983 KNOLL SQ, ASHBURN, VA, 20147",3813,area_pop_003813
VA_DEQ_73954_SITE_01,deq_va_deq_73954_site_01,deq_va_deq_73954_site_01_gensets,73954,"44664 Guilford Dr Ashburn, VA 20147",44664 Guilford Dr,Ashburn,20147,15m,51.4249999999,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.737442922375,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/73954-1_VA1_Data_Center.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,51.4249999999,-77.455900031353,39.021905153475,True,Exact,"44664 GUILFORD DR, ASHBURN, VA, 20147",3676,area_pop_003676
VA_DEQ_73977_SITE_01,deq_va_deq_73977_site_01,deq_va_deq_73977_site_01_gensets,73977,"14725 Lee Road, Chantilly, VA 20151",14725 Lee Road,Chantilly,20151,15m,57.1565789472,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.819634703196,imputed_city_median_pm25_budget,city_median_pm25_budget,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/73977-1_The_Aerospace_Corporation.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,57.1565789472,-77.452563779564,38.878037237281,True,Exact,"14725 LEE RD, CHANTILLY, VA, 20151",3077,area_pop_003077
VA_DEQ_73995_SITE_01,deq_va_deq_73995_site_01,deq_va_deq_73995_site_01_gensets,73995,"7600 Doane Drive Manassas, VA 20109",7600 Doane Drive,Manassas,20109,15m,39.7484999999,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.57,permit_extracted_pm25_budget,deq_permit_73995,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.57,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73995-5_Amazon_Data_Services,_Inc._IAD-14_IAD-52_IAD-59.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,39.7484999999,-77.546682315264,38.792896951079,True,Exact,"7600 DOANE DR, MANASSAS, VA, 20109",2775,area_pop_002775
VA_DEQ_73995_SITE_02,deq_va_deq_73995_site_02,deq_va_deq_73995_site_02_gensets,73995,"11800 Brewers Spring Road Manassas, VA 20109",11800 Brewers Spring Road,Manassas,20109,15m,39.7484999999,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.57,permit_extracted_pm25_budget,deq_permit_73995,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.57,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73995-5_Amazon_Data_Services,_Inc._IAD-14_IAD-52_IAD-59.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,39.7484999999,-77.546733907628,38.790554436781,True,Non_Exact,"11800 BREWERS SPRING DR, MANASSAS, VA, 20109",2718,area_pop_002718
VA_DEQ_73995_SITE_03,deq_va_deq_73995_site_03,deq_va_deq_73995_site_03_gensets,73995,"11801 Brewers Spring Road Manassas, VA 20109",11801 Brewers Spring Road,Manassas,20109,15m,39.7484999999,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.57,permit_extracted_pm25_budget,deq_permit_73995,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,0.57,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,"data/raw/deq/pdfs/73995-5_Amazon_Data_Services,_Inc._IAD-14_IAD-52_IAD-59.pdf",At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,39.7484999999,-77.546736198272,38.790439859296,True,Non_Exact,"11801 BREWERS SPRING DR, MANASSAS, VA, 20109",2718,area_pop_002718
VA_DEQ_74020_SITE_01,deq_va_deq_74020_site_01,deq_va_deq_74020_site_01_gensets,74020,"8000 Jones Branch Drive McLean, Virginia",8000 Jones Branch Drive,McLean,22102,15m,37.2552631578,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.534246575342,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_74020,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/74020-1_Freddie_Mac_Building_-_8250_Jones_Branch_Drive.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,37.2552631578,-77.220717768649,38.931473104202,True,Exact,"8000 JONES BRANCH DR, MCLEAN, VA, 22102",3359,area_pop_003359
VA_DEQ_74020_SITE_02,deq_va_deq_74020_site_02,deq_va_deq_74020_site_02_gensets,74020,"8100 Jones Branch Drive McLean, Virginia",8100 Jones Branch Drive,McLean,22102,15m,37.2552631578,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.534246575342,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_74020,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/74020-1_Freddie_Mac_Building_-_8250_Jones_Branch_Drive.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,37.2552631578,-77.223724130268,38.93144645412,True,Exact,"8100 JONES BRANCH DR, MCLEAN, VA, 22102",3359,area_pop_003359
VA_DEQ_74020_SITE_03,deq_va_deq_74020_site_03,deq_va_deq_74020_site_03_gensets,74020,"8200 Jones Branch Drive McLean, Virginia",8200 Jones Branch Drive,McLean,22102,15m,37.2552631578,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.534246575342,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_74020,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/74020-1_Freddie_Mac_Building_-_8250_Jones_Branch_Drive.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,37.2552631578,-77.227126062494,38.932034035299,True,Exact,"8200 JONES BRANCH DR, MCLEAN, VA, 22102",3358,area_pop_003358
VA_DEQ_74020_SITE_04,deq_va_deq_74020_site_04,deq_va_deq_74020_site_04_gensets,74020,"8250 Jones Branch Drive McLean, Virginia",8250 Jones Branch Drive,McLean,22102,15m,37.2552631578,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.534246575342,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_74020,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/74020-1_Freddie_Mac_Building_-_8250_Jones_Branch_Drive.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,37.2552631578,-77.229133072516,38.932075015046,True,Exact,"8250 JONES BRANCH DR, MCLEAN, VA, 22102",3358,area_pop_003358
VA_DEQ_74020_SITE_05,deq_va_deq_74020_site_05,deq_va_deq_74020_site_05_gensets,74020,"1551 Park Run Drive McLean, Virginia",1551 Park Run Drive,McLean,22102,15m,37.2552631578,imputed_from_pm25_budget_divided_by_pm25_factor,pm25_budget_and_factor,0.534246575342,imputed_from_pm10_budget_conservative_upper_bound,deq_permit_74020,0.0143401637798,imputed_global_median_observed_pm25_lb_per_mwh,deq_emission_factors_observed_median,,,,4,True,True,https://www.deq.virginia.gov/news-info/shortcuts/permits/air/issued-air-permits-for-data-centers,data/raw/deq/pdfs/74020-1_Freddie_Mac_Building_-_8250_Jones_Branch_Drive.pdf,At least one headline value is imputed from global observed medians for smoke/central baseline coverage.,37.2552631578,-77.227089224573,38.930174541091,True,Exact,"1551 PARK RUN DR, MCLEAN, VA, 22102",3358,area_pop_003358
